Unstoppable,2010,6.8,"['Disaster', 'Action', 'Thriller']",English,"Denzel Washington, Chris Pine, Rosario Dawson",Tony Scott
Skyline,2010,4.5,"['Alien Invasion', 'Action', 'SciFi', 'Thriller']",English,"Eric Balfour, Donald Faison, Scottie Thompson","Colin Strause, Greg Strause"
Potiche,2010,6.4,"['Satire', 'Comedy']",French,"Catherine Deneuve, Grard Depardieu, Fabrice Luchini",Franois Ozon
Guzaarish,2010,7.4,"['Drama', 'Romance']","Hindi, English","Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel",Sanjay Leela Bhansali
Jack Goes Boating,2010,6.3,"['Drama', 'Romance']",English,"Philip Seymour Hoffman, Amy Ryan, John Ortiz",Philip Seymour Hoffman
Carancho,2010,6.8,"['Crime', 'Drama', 'Romance', 'Thriller']",Spanish,"Ricardo Darn, Federico Silva, Cristian De Ass",Pablo Trapero
A Somewhat Gentle Man,2010,6.9,"['Dark Comedy', 'Comedy', 'Crime', 'Drama']","Norwegian, Swedish, Saami","Stellan Skarsgrd, Bjrn Floberg, Jorunn Kjellsby",Hans Petter Moland
And Everything Is Going Fine,2010,7.1,['Documentary'],English,"Spalding Gray, Forrest Gray, Kathie Russo",Steven Soderbergh
Archipelago,2010,6.3,['Drama'],English,"Christopher Baker, Kate Fahy, Tom Hiddleston",Joanna Hogg
I Spy,2002,5.4,"['Buddy Cop', 'Parody', 'Spy', 'Action', 'Adventure', 'Comedy', 'Thriller']","English, Hungarian, Russian","Eddie Murphy, Owen Wilson, Famke Janssen",Betty Thomas
Friday After Next,2002,5.8,"['Holiday Comedy', 'Stoner Comedy', 'Comedy', 'Drama', 'Holiday']",English,"Ice Cube, Mike Epps, John Witherspoon",Marcus Raboy
One Hour Photo,2002,6.8,"['Erotic Thriller', 'Psychological Thriller', 'Drama', 'Thriller']",English,"Robin Williams, Connie Nielsen, Michael Vartan",Mark Romanek
Cabin Fever,2002,5.6,"['Body Horror', 'Dark Comedy', 'Splatter Horror', 'Teen Horror', 'Horror']",English,"Jordan Ladd, Rider Strong, James DeBello",Eli Roth
The Emperor's Club,2002,6.9,['Drama'],English,"Kevin Kline, Emile Hirsch, Joel Gretsch",Michael Hoffman
G,2002,5.2,"['Drama', 'Romance']",English,"Richard T Jones, Blair Underwood, Chenoa Maxwell",Christopher Scott Cherot
Tycoon: A New Russian,2002,6.7,"['Crime', 'Drama']",Russian,"Vladimir Mashkov, Mariya Mironova, Andrey Krasko",Pavel Lungin
The Playbirds,1978,4.3,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",English,"Mary Millington, Glynn Edwards, Gavin Campbell",Willy Roe
A Wedding,1978,7.0,"['Comedy', 'Drama']","English, Italian","Carol Burnett, Desi Arnaz Jr, Geraldine Chaplin",Robert Altman
It Lives Again,1978,5.2,"['Horror', 'SciFi']",English,"Frederic Forrest, Kathleen Lloyd, John P Ryan",Larry Cohen
Cuentos inmorales,1978,7.0,['Comedy'],Spanish,"Carmen Rosa Dez Canseco, Yvonne Frayssinet, Clorinda Baca","Pili FloresGuerra, Jos Carlos Huayhuaca, Francisco J Lombardi"
Billy Liar,1963,7.2,"['Comedy', 'Drama', 'Romance']",English,"Tom Courtenay, Julie Christie, Wilfred Pickles",John Schlesinger
The Comedy of Terrors,1963,6.5,"['Dark Comedy', 'Screwball Comedy', 'Comedy', 'Horror']","English, French, Italian","Vincent Price, Peter Lorre, Boris Karloff",Jacques Tourneur
Blood Feast,1963,5.0,"['BHorror', 'Slasher Horror', 'Horror']",English,"William Kerwin, Mal Arnold, Connie Mason",Herschell Gordon Lewis
Cri Cri el grillito cantor,1963,7.6,"['Drama', 'Family', 'Musical']",Spanish,"Ignacio Lpez Tarso, Jos Manuel Rosano, Juan Antonio Edwards",Tito Davison
A Boy Ten Feet Tall,1963,7.1,['Adventure'],English,"Edward G Robinson, Fergus McClelland, Constance Cummings",Alexander Mackendrick
The Model Murder Case,1963,6.4,"['Crime', 'Drama', 'Mystery']",English,"Ian Hendry, Ronald Fraser, Margaret Johnston",Michael Truman
The Ten Gladiators,1963,4.4,"['Action', 'Adventure', 'Comedy', 'Drama']",Italian,"Roger Browne, Jos Greci, Dan Vadis",Gianfranco Parolini
Youngsters and Adults in Action!,1963,5.7,['Comedy'],Greek,"Mary Aroni, Labros Konstadaras, Vasilis Avlonitis",Orestis Laskos
Gumrah,1963,6.9,"['Drama', 'Romance']",Hindi,"Ashok Kumar, Mala Sinha, Sunil Dutt",BR Chopra
Europe in the Raw,1963,4.6,['Documentary'],English,"Veronique Gabriel, Gigi La Touche, Abundavita",Russ Meyer
Something Different,1963,6.9,['Drama'],Czech,"Eva Boskov, Vera Uzelacov, Josef Langmiler",Vera Chytilov
Elfego Baca: Six Gun Law,1963,7.7,['Western'],English,"Robert Loggia, Lynn Bari, Jay C Flippen",Christian Nyby
Brother Anna,1963,6.5,['Adventure'],Greek,"Petros Fyssoun, Byron Pallis, Mitsos Ligizos",Grigoris Grigoriou
Gone Are the Days!,1963,6.6,"['Farce', 'Satire', 'Comedy', 'Drama']",English,"Ossie Davis, Ruby Dee, Godfrey Cambridge",Nicholas Webster
Zhang Ga the Soldier Boy,1963,6.8,"['Drama', 'War']",Mandarin,"Jisi An, Ying Zhang, Cunzhuang Ge","Wei Cui, Hongying Ouyang"
Casino Royale,1967,5.0,"['Parody', 'Slapstick', 'Comedy']","English, French, Gaelic, German, Japanese, Spanish, Italian","David Niven, Peter Sellers, Ursula Andress","Val Guest, Ken Hughes, John Huston"
The Happiest Millionaire,1967,6.5,"['Comedy', 'Family', 'Musical', 'Romance']",English,"Fred MacMurray, Tommy Steele, Greer Garson",Norman Tokar
Hour of the Gun,1967,6.6,"['Drama', 'Western']","English, Spanish","James Garner, Jason Robards, Robert Ryan",John Sturges
Onkel Joakims hemmelighed,1967,6.0,"['Comedy', 'Family']",Danish,"Merete Arnstrm, Vivi Bach, Mogens Brandt",Carl Ottosen
The 25th Hour,1967,7.4,"['Drama', 'War']","French, English, Romanian","Anthony Quinn, Virna Lisi, Grgoire Aslan",Henri Verneuil
Any Gun Can Play,1967,5.9,"['Spaghetti Western', 'Action', 'Adventure', 'Drama', 'Western']",Italian,"Edd Byrnes, George Hilton, Gilbert Roland",Enzo G Castellari
Blood of Ghastly Horror,1967,2.9,"['Horror', 'SciFi']",English,"John Carradine, Kent Taylor, Tommy Kirk",Al Adamson
Anita,1967,6.2,"['Crime', 'Musical', 'Mystery', 'Thriller']",Hindi,"Sadhana Shivdasani, Manoj Kumar, IS Johar",Raj Khosla
Seful sectorului suflete,1967,6.8,['Comedy'],Romanian,"Radu Beligan, Irina Petrescu, Toma Caragiu",Gheorghe Vitanidis
Someone to Watch Over Me,1987,6.1,"['Cop Drama', 'Crime', 'Drama', 'Romance', 'Thriller']",English,"Tom Berenger, Mimi Rogers, Lorraine Bracco",Ridley Scott
The Allnighter,1987,4.3,"['Comedy', 'Romance']",English,"Susanna Hoffs, Dedee Pfeiffer, Joan Cusack",Tamar Simon Hoffs
Oci ciornie,1987,7.3,"['Comedy', 'Drama', 'Romance']","Italian, Russian, French","Marcello Mastroianni, Silvana Mangano, Marthe Keller",Nikita Mikhalkov
Where Is the Friend's House?,1987,8.1,"['Drama', 'Family']",Persian,"Babek Ahmed Poor, Ahmed Ahmed Poor, Khodabakhsh Defaei",Abbas Kiarostami
Surf Nazis Must Die,1987,3.7,"['BAction', 'Action', 'Comedy', 'Drama', 'Horror']",English,"Gail Neely, Robert Harden, Barry Brenner",Peter George
Specters,1987,4.3,['Horror'],"English, Italian","John R Pepper, Trine Michelsen, Donald Pleasence",Marcello Avallone
It Couldn't Happen Here,1987,6.4,"['Dark Comedy', 'Adventure', 'Drama', 'Musical']",English,"Neil Tennant, Chris Lowe, Joss Ackland",Jack Bond
An Autumn's Tale,1987,7.5,"['Drama', 'Romance']","Cantonese, English, Japanese","Chow YunFat, Cherie Chung, Danny BakKeung Chan",Mabel Cheung
"El diablo, el santo y el tonto",1987,6.6,"['Comedy', 'Drama']",Spanish,"Vicente Fernndez, Sasha Montenegro, Pedro Weber Chatanuga",Rafael Villaseor Kuri
Smoke,1995,7.4,"['Comedy', 'Drama']",English,"Harvey Keitel, William Hurt, Giancarlo Esposito",Wayne Wang
Living in Oblivion,1995,7.5,"['Satire', 'Comedy', 'Drama']",English,"Steve Buscemi, Catherine Keener, Dermot Mulroney",Tom DiCillo
La Cérémonie,1995,7.5,"['Giallo', 'Psychological Drama', 'Psychological Thriller', 'Workplace Drama', 'Crime', 'Drama', 'Thriller']",French,"Isabelle Huppert, Sandrine Bonnaire, Jacqueline Bisset",Claude Chabrol
Rumpelstiltskin,1995,4.5,"['Dark Comedy', 'Comedy', 'Fantasy', 'Horror']",English,"Max Grodnchik, John Ducey, Kim Johnston Ulrich",Mark Jones
Élisa,1995,6.6,['Drama'],French,"Vanessa Paradis, Grard Depardieu, Clotilde Courau",Jean Becker
Spanking Love,1995,4.8,['Drama'],Japanese,"Renji Ishibashi, Toshio Kakei, Hisami Shiraishi",Shoji Tanaka
Little Sister,1995,6.9,"['Drama', 'Mystery']",Dutch,"Kim van Kooten, Romijn Conen, Hugo Metsers",Robert Jan Westdijk
Bert: The Last Virgin,1995,5.8,"['Comedy', 'Family', 'Romance']",Swedish,"Martin Andersson, CajsaLisa Ejemyr, IngMarie Carlsson",Tomas Alfredson
Ohne Krimi geht die Mimi nie ins Bett,1962,5.2,['Comedy'],German,"Heinz Erhardt, Karin Dor, Harald Juhnke",Franz Antel
Hong Kong Hot Harbor,1962,5.8,"['Action', 'Crime', 'Drama']",German,"Marianne Koch, Klausjrgen Wussow, Dominique Boschero",Jrgen Roland
