title,year,rating_imdb,genre,language
Daughter of Dracula,1972,4.7,"['Vampire Horror', 'Horror', 'Mystery']",French
The Visitors,1972,6.3,"['Psychological Drama', 'Crime', 'Drama']",English
Napoleon and Samantha,1972,6.0,"['Adventure', 'Drama']",English
Sonny and Jed,1972,6.3,"['Spaghetti Western', 'Action', 'Adventure', 'Comedy', 'Crime', 'Western']",Italian
The Eroticist,1972,5.6,['Comedy'],Italian
Terror at Red Wolf Inn,1972,5.1,"['Horror', 'Mystery']",English
The Honkers,1972,6.1,"['Action', 'Comedy', 'Drama', 'Western']",English
White Sister,1972,5.5,"['Comedy', 'Drama']",Italian
Cops Is Cops,1972,6.2,"['Comedy', 'Crime']",French
Nurses Report,1972,4.0,['Comedy'],German
Get Smart,2008,6.5,"['Dark Comedy', 'Parody', 'Satire', 'Action', 'Adventure', 'Comedy']","English, Russian, Punjabi, Arabic"
Traitor,2008,6.9,"['Conspiracy Thriller', 'Action', 'Crime', 'Drama', 'Thriller']","English, Arabic"
Stop-Loss,2008,6.4,"['Drama', 'War']",English
Strange Wilderness,2008,5.2,"['Stoner Comedy', 'Adventure', 'Comedy']",English
Waltz with Bashir,2008,8.0,"['Adult Animation', 'Computer Animation', 'Docudrama', 'History Documentary', 'Military Documentary', 'Period Drama', 'Psychological Drama', 'Tragedy', 'Animation', 'Biography']","Hebrew, Arabic, German, English"
Bachna Ae Haseeno,2008,6.2,"['Comedy', 'Drama', 'Romance']","Hindi, English"
Mesrine: Killer Instinct,2008,7.5,"['Docudrama', 'True Crime', 'Action', 'Biography', 'Crime', 'Drama', 'Thriller']","French, English, Arabic, Spanish"
Proud American,2008,1.1,['Drama'],English
Kings of the Evening,2008,6.1,['Drama'],English
Ballast,2008,6.9,['Drama'],English
Prodigal Sons,2008,7.1,['Documentary'],English
Bruce Almighty,2003,6.8,"['HighConcept Comedy', 'Quirky Comedy', 'Slapstick', 'Supernatural Fantasy', 'Comedy', 'Fantasy']","English, Spanish"
Love Actually,2003,7.6,"['Holiday Comedy', 'Holiday Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Holiday', 'Romance']","English, Portuguese, French"
Runaway Jury,2003,7.1,"['Conspiracy Thriller', 'Legal Drama', 'Legal Thriller', 'Crime', 'Drama', 'Thriller']","English, French, Italian"
Duplex,2003,5.9,"['Dark Comedy', 'Slapstick', 'Comedy']",English
Wonderland,2003,6.5,"['True Crime', 'Crime', 'Drama', 'Mystery', 'Thriller']",English
Baghban,2003,7.4,"['Drama', 'Romance']","Hindi, Awadhi"
Bright Young Things,2003,6.5,"['Period Drama', 'Comedy', 'Drama', 'War']",English
"Broadway: The Golden Age, by the Legends Who Were There",2003,8.3,"['Documentary', 'History', 'Music']",English
The Battle of Shaker Heights,2003,6.0,"['Comedy', 'Drama', 'Romance']","English, German"
The Agronomist,2003,7.4,"['Biography', 'Documentary', 'History']",English
Torremolinos 73,2003,6.5,"['Comedy', 'Drama']","Spanish, Danish"
Hollywood Buddha,2003,4.9,"['Comedy', 'Drama']",English
Melvin Goes to Dinner,2003,6.7,"['Comedy', 'Drama', 'Romance']",English
Spawn,1997,5.2,"['Superhero', 'Action', 'Crime', 'Drama', 'Fantasy', 'Horror']",English
Fathers' Day,1997,5.3,"['Buddy Comedy', 'Road Trip', 'Comedy', 'Romance']",English
Booty Call,1997,5.5,"['Raunchy Comedy', 'Comedy', 'Romance']",English
Mr. Nice Guy,1997,6.2,"['Dark Comedy', 'Martial Arts', 'Action', 'Adventure', 'Comedy', 'Crime']","English, Cantonese, Mandarin"
Sprung,1997,5.1,"['Comedy', 'Romance']",English
"Kiss Me, Guido",1997,6.0,['Comedy'],English
Shooting Fish,1997,6.5,"['Comedy', 'Crime', 'Romance']",English
The Hole,1960,8.5,"['Crime', 'Drama', 'Thriller']",French
Two Women,1960,7.7,"['Drama', 'War']","Italian, German, English"
Private Property,1960,6.7,"['Crime', 'Drama']",English
David and Goliath,1960,4.7,"['Action', 'Drama', 'Family', 'History']","English, Italian"
The Angry Silence,1960,7.2,['Drama'],English
Holiday in Spain,1960,5.5,"['Adventure', 'Crime', 'Mystery', 'Thriller']",English
The Haunted Castle,1960,6.2,"['Comedy', 'Fantasy', 'Musical']",German
Goliath and the Dragon,1960,5.3,"['Action', 'Adventure', 'Fantasy', 'Romance']",Italian
Climb Up the Wall,1960,4.0,"['Comedy', 'Music']",English
Melocotón en almíbar,1960,6.4,"['Comedy', 'Crime']",Spanish
The Big Night,1960,5.7,['Drama'],English
Sømand i knibe,1960,5.5,"['Comedy', 'Family', 'Romance']",Danish
Singapore,1960,6.4,"['Crime', 'Thriller']",Hindi
Myortvye dushi,1960,7.7,"['Comedy', 'Drama']",Russian
Young Jesse James,1960,5.0,"['Action', 'Adventure', 'War', 'Western']",English
Usne Kaha Tha,1960,7.1,"['Drama', 'Romance', 'War']",Hindi
Love in Simla,1960,6.9,"['Comedy', 'Drama', 'Family', 'Musical', 'Romance']",Hindi
Chi si ferma è perduto,1960,6.8,['Comedy'],Italian
Conquistador de la luna,1960,6.5,"['Comedy', 'Fantasy', 'SciFi']",Spanish
The Dark Half,1993,6.0,"['Slasher Horror', 'Horror', 'Mystery', 'Thriller']",English
The Meteor Man,1993,5.2,"['Parody', 'Superhero', 'Action', 'Comedy', 'Fantasy', 'SciFi']",English
The Nutcracker,1993,5.9,"['Holiday Family', 'Family', 'Fantasy', 'Holiday', 'Music']",English
Totally F***ed Up,1993,6.5,"['Comedy', 'Drama', 'Romance']",English
It's All True: Based on an Unfinished Film by Orson Welles,1993,7.1,['Documentary'],"Portuguese, English"
Return of the Living Dead III,1993,5.9,"['BHorror', 'Body Horror', 'Dark Comedy', 'Zombie Horror', 'Horror']","English, Spanish"
The Snapper,1993,7.4,"['Comedy', 'Drama']",English
Baazigar,1993,7.6,"['Crime', 'Drama', 'Musical', 'Romance', 'Thriller']",Hindi
Golden Balls,1993,6.1,"['Dark Comedy', 'Comedy', 'Drama']",Spanish
Little Ninjas,1993,2.4,"['Action', 'Adventure', 'Comedy', 'Family']",English
Hotel Transylvania 3: Summer Vacation,2018,6.3,"['Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","English, Spanish, German, Russian"
A Wrinkle in Time,2018,4.3,"['Fantasy Epic', 'SciFi Epic', 'Teen Fantasy', 'Time Travel', 'Adventure', 'Drama', 'Family', 'Fantasy', 'SciFi']",English
The White Crow,2018,6.6,"['Biography', 'Drama']","Russian, English, French, Spanish"
Zero,2018,5.2,"['Comedy', 'Drama', 'Romance']",Hindi
Followed,2018,4.9,"['Found Footage Horror', 'Horror', 'Mystery', 'Thriller']",English
"Iyengar: The Man, Yoga, and the Student's Journey",2018,7.2,['Documentary'],English
Never Heard,2018,5.6,"['Drama', 'Family']",English
The Boxcar Children - Surprise Island,2018,4.9,['Animation'],English
Twiceland,2018,9.3,"['Documentary', 'Music']",Korean
Pollock,2000,7.0,"['Tragedy', 'Biography', 'Drama']",English
The Way of the Gun,2000,6.6,"['Dark Comedy', 'Action', 'Crime', 'Drama', 'Thriller']","English, Spanish"
Dancer in the Dark,2000,7.9,"['Period Drama', 'Psychological Drama', 'Tragedy', 'Crime', 'Drama', 'Musical']","English, German, Czech"
Together,2000,7.4,"['Comedy', 'Drama', 'Romance']",Swedish
Refugee,2000,5.2,"['Drama', 'Musical', 'Romance']",Hindi
Brother,2000,7.1,"['Crime', 'Drama', 'Thriller']","English, Japanese, Italian, Spanish"
The Adventures of Felix,2000,6.9,"['Comedy', 'Drama', 'Romance']",French
Once in the Life,2000,5.2,"['Crime', 'Drama']",English
Lush,2000,4.8,"['Dark Comedy', 'Comedy', 'Drama']",English
Boltneck,2000,4.8,"['Comedy', 'Horror', 'SciFi']",English
Intersection,1994,5.4,"['Drama', 'Romance']",English
Mrs. Parker and the Vicious Circle,1994,6.4,"['Biography', 'Drama']",English
Joan the Maid 1: The Battles,1994,7.2,"['Biography', 'Drama', 'History', 'War']","Latin, English, French"
The Tit and the Moon,1994,6.3,"['Comedy', 'Romance']","Catalan, Spanish, French"
Dangerous Touch,1994,4.3,['Thriller'],English
Hong Kong 97,1994,4.5,"['Action', 'Drama', 'Thriller']",English
Kenikmatan Tabu,1994,6.1,['Drama'],Indonesian
A.P.E.X.,1994,4.4,"['Action', 'SciFi']",English
The Gods Must Be Funny in China,1994,3.8,['Comedy'],"Cantonese, Ungwatsi"
Night and the City,1992,5.8,"['Crime', 'Drama']",English
Porco Rosso,1992,7.7,"['Anime', 'Body Swap Comedy', 'HandDrawn Animation', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",Japanese
When the Party's Over,1992,4.8,"['Comedy', 'Drama', 'Romance']",English
Foxy Lady,1992,4.4,['Thriller'],Italian
Praying with Anger,1992,4.4,"['Comedy', 'Drama']",English
Naked Killer,1992,5.9,"['Gun Fu', 'Action', 'Crime', 'Thriller']","Cantonese, English"
Tharle Nan Maga,1992,8.3,['Comedy'],Kannada
Ultraviolet,1992,4.9,"['Action', 'Thriller']",English
Hot Under the Collar,1992,3.3,['Comedy'],English
Just Like a Woman,1992,6.1,"['Comedy', 'Drama', 'Romance']",English
Raiders of the Sun,1992,4.0,"['Action', 'Adventure', 'SciFi']",English
Macbeth,1971,7.4,"['Tragedy', 'Drama', 'History']",English
X-Rated Girl,1971,6.2,['Comedy'],Italian
The Last Movie,1971,6.1,"['Contemporary Western', 'Drama']","English, Spanish, Quechua"
Puppet on a Chain,1971,5.9,"['Action', 'Crime', 'Thriller']",English
Black Beauty,1971,5.4,"['Drama', 'Family', 'Western']",English
The Night Digger,1971,6.3,"['Psychological Drama', 'Drama', 'Horror', 'Thriller']",English
Four Nights of a Dreamer,1971,7.3,"['Drama', 'Romance']",French
B.D. în alerta - Vaduve cu termen redus,1971,8.6,"['Action', 'Comedy', 'Crime', 'Mystery']",Romanian
The Accidental Tourist,1988,6.7,"['Comedy', 'Drama', 'Romance']",English
Seven Hours to Judgment,1988,4.7,"['Action', 'Crime', 'Drama', 'Thriller']",English
The Telephone,1988,4.0,"['Comedy', 'Drama']",English
Emmanuelle 6,1988,3.2,['Drama'],French
Tropical Snow,1988,5.4,"['Crime', 'Drama']","English, Spanish"
Los gatos de las azoteas,1988,5.6,['Comedy'],Spanish
Bullet Train,1975,6.8,"['Action', 'Crime', 'Drama', 'Thriller']",Japanese
Penelope Pulls It Off,1975,4.7,['Comedy'],English
The Wild Party,1975,5.3,"['Period Drama', 'Tragedy', 'Comedy', 'Drama']",English
Satanico Pandemonium,1975,6.1,"['Horror', 'Mystery', 'Thriller']",Spanish
A Woman for All Men,1975,5.0,['Drama'],English
The French Detective,1975,6.9,"['Police Procedural', 'Workplace Drama', 'Crime', 'Drama']",French
The Swiss Family Robinson,1975,6.2,['Adventure'],English
The Cage,1975,6.3,"['Psychological Drama', 'Crime', 'Drama', 'Thriller']",French
Strange Love of the Vampires,1975,5.5,"['Horror', 'Romance']",Spanish
Act of Aggression,1975,5.3,"['Crime', 'Drama']",French
Pumping Iron,1977,7.3,"['Sports Documentary', 'Documentary', 'Sport']",English
Kochaj albo rzuc,1977,7.0,['Comedy'],Polish
The Red Nights of the Gestapo,1977,4.4,"['Action', 'Drama', 'Horror', 'Thriller', 'War']",Italian
The Lacemaker,1977,7.4,"['Drama', 'Romance']","French, English"
Outrageous!,1977,6.9,"['Comedy', 'Drama']",English
L'armata Brancaleone,1966,7.7,"['Adventure', 'Comedy', 'History']","Italian, Latin"
Watch Out for the Automobile,1966,8.0,"['Comedy', 'Crime', 'Romance']",Russian
One Spy Too Many,1966,5.8,"['Parody', 'Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",English
The Fear,1966,7.6,"['Crime', 'Drama']",Greek
The Defector,1966,5.7,"['Drama', 'Thriller']","English, German"
The Spy Who Loved Flowers,1966,5.2,"['Action', 'SciFi']",Italian
Jekyll and Hyde... Together Again,1982,6.1,"['Parody', 'Comedy', 'Music', 'SciFi']",English
A Stranger Is Watching,1982,5.4,"['Slasher Horror', 'Crime', 'Horror', 'Thriller']",English
Girls Nite Out,1982,4.9,"['Slasher Horror', 'Horror', 'Mystery', 'Thriller']",English
Ten Violent Women,1982,3.4,"['Action', 'Crime', 'Drama']",English
BrainWaves,1982,4.8,"['SciFi', 'Thriller']",English
Mille milliards de dollars,1982,7.0,"['Crime', 'Drama', 'Thriller']","French, English, German"
The Contest,1982,7.4,['Drama'],Romanian
Created Equal: Clarence Thomas in His Own Words,2020,7.9,"['Biography', 'Documentary']",English
Ammonite,2020,6.5,"['Period Drama', 'Steamy Romance', 'Drama', 'History', 'Romance']","English, French"
Ottolenghi and the Cakes of Versailles,2020,6.0,['Documentary'],English
Slalom,2020,6.6,"['ComingofAge', 'Psychological Drama', 'Teen Drama', 'Drama', 'Sport']",French
The Claus Family,2020,5.6,"['Comedy', 'Family', 'Fantasy']",Dutch
Valley Girl,2020,5.5,"['Jukebox Musical', 'Comedy', 'Musical', 'Romance']",English
Raat Akeli Hai,2020,7.2,"['Crime', 'Drama', 'Mystery', 'Thriller']",Hindi
His Wife's Secret Life,2020,7.2,['Drama'],English
House at the End of the Street,2012,5.5,"['Psychological Thriller', 'Teen Drama', 'Teen Horror', 'Drama', 'Horror', 'Mystery', 'Thriller']",English
Amour,2012,7.9,"['Tragedy', 'Drama']","French, English"
Son of Sardaar,2012,4.3,"['OnePerson Army Action', 'Action', 'Comedy']",Hindi
Compliance,2012,6.4,"['True Crime', 'Crime', 'Drama', 'History', 'Thriller']",English
Room 237,2012,6.2,['Documentary'],English
Becoming Traviata,2012,6.7,"['Documentary', 'Musical']","French, English, Italian"
The Wall,2012,6.7,"['Drama', 'Mystery', 'SciFi']",German
Jayne Mansfield's Car,2012,6.2,"['Period Drama', 'Drama']",English
A Bad Moms Christmas,2017,5.6,"['Holiday Comedy', 'Comedy', 'Holiday']","English, Japanese"
Hostiles,2017,7.2,"['Drama', 'Western']","English, Cheyenne, French"
The Wife,2017,7.2,['Drama'],"English, Swedish"
Stronger,2017,6.9,"['Docudrama', 'Biography', 'Drama']",English
An Inconvenient Sequel: Truth to Power,2017,6.6,['Documentary'],"English, French, Russian, German, Mandarin"
Little Pink House,2017,6.5,['Drama'],English
Buena Vista Social Club: Adios,2017,7.0,['Documentary'],"English, Spanish"
Keep Watching,2017,4.3,"['Horror', 'Mystery', 'Thriller']",English
"Nico, 1988",2017,6.7,"['Biography', 'Drama', 'Music']","English, German, Czech, French"
The Lucky Man,2017,4.7,"['Action', 'Drama', 'SciFi']",English
Courageous,2011,6.9,['Drama'],English
The Three Musketeers,2011,5.7,"['Swashbuckler', 'Action', 'Adventure', 'Fantasy', 'Romance', 'Thriller']",English
Private Pérez,2011,5.9,"['Dark Comedy', 'Adventure', 'Comedy', 'Western']",Spanish
The Mill and the Cross,2011,6.9,"['Period Drama', 'Drama', 'History']","English, Spanish, Flemish"
The Human Centipede 2 (Full Sequence),2011,3.8,"['Body Horror', 'Splatter Horror', 'Horror']",English
Natural Selection,2011,6.4,"['Dark Comedy', 'Adventure', 'Comedy', 'Drama']",English
Battle for Brooklyn,2011,7.1,"['Documentary', 'Drama']",English
Frau Wirtin hat auch eine Nichte,1969,4.7,['Comedy'],German
Puss in Boots,1969,7.2,"['Anime', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",Japanese
"Run Wild, Run Free",1969,6.3,"['Drama', 'Family']",English
Angel in My Pocket,1969,7.0,"['Comedy', 'Family']",English
"Go, Go Second Time Virgin",1969,7.1,"['Drama', 'Horror']",Japanese
Daddy's Gone A-Hunting,1969,6.2,['Thriller'],"English, French"
Flying Phantom Ship,1969,6.7,"['Anime', 'Adventure', 'Animation', 'Comedy', 'Family', 'SciFi']",Japanese
The Girl from Pussycat,1969,3.3,"['Crime', 'Drama']",English
The Price of Power,1969,6.3,"['Spaghetti Western', 'Drama', 'Western']",English
Cujo,1983,6.1,"['Horror', 'Thriller']",English
A Christmas Story,1983,7.9,"['Holiday Comedy', 'Holiday Family', 'Comedy', 'Family']",English
The Lords of Discipline,1983,6.6,['Thriller'],English
Amityville 3-D,1983,4.2,"['Supernatural Horror', 'Horror']",English
Entre Nous,1983,7.0,"['Biography', 'Drama', 'Romance', 'War']","French, English"
Legend of the Eight Samurai,1983,6.4,"['Dark Fantasy', 'Martial Arts', 'Samurai', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",Japanese
Woh 7 Din,1983,7.5,"['Drama', 'Romance']",Hindi
Lesbians in Uniforms,1983,5.0,"['Drama', 'Romance']",Japanese
The Demons of Ludlow,1983,3.8,['Horror'],English
The Revolt of Job,1983,7.5,['Drama'],Hungarian
Purple Rain,1984,6.5,"['Drama', 'Music', 'Romance']",English
Children of the Corn,1984,5.6,"['Folk Horror', 'Slasher Horror', 'Horror', 'Thriller']",English
Annas Mutter,1984,5.8,['Drama'],German
Marche à l'ombre,1984,6.6,"['Comedy', 'Drama']",French
The Curse of La Llorona,2019,5.3,"['Folk Horror', 'Horror', 'Mystery', 'Thriller']","English, Spanish"
Crawl,2019,6.1,"['Disaster', 'Action', 'Adventure', 'Horror', 'Thriller']",English
Black and Blue,2019,6.4,"['Conspiracy Thriller', 'Action', 'Thriller']",English
Monos,2019,6.8,"['Adventure', 'Drama', 'Thriller']","Spanish, English"
Lucy in the Sky,2019,4.9,"['Drama', 'Romance', 'Thriller']","English, French, German, Latin"
Citizen K,2019,7.1,['Documentary'],"Russian, English"
White Snake,2019,7.0,"['Anime', 'Computer Animation', 'Action', 'Adventure', 'Animation', 'Fantasy', 'Romance']","Mandarin, English"
"Casanova, Last Love",2019,4.9,"['Drama', 'History', 'Romance']","French, English"
Body at Brighton Rock,2019,4.7,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",English
Saw,2004,7.6,"['Splatter Horror', 'Horror', 'Mystery', 'Thriller']",English
House of Flying Daggers,2004,7.5,"['Martial Arts', 'Wuxia', 'Action', 'Adventure', 'Drama', 'Romance']",Mandarin
The Perfect Score,2004,5.7,"['Teen Comedy', 'Comedy', 'Crime', 'Drama']",English
A Very Long Engagement,2004,7.6,"['Period Drama', 'Romantic Epic', 'War Epic', 'Drama', 'Mystery', 'Romance', 'War']","French, German, Corsican"
Against the Ropes,2004,5.3,"['Biography', 'Drama', 'Romance', 'Sport']",English
Bad Education,2004,7.4,"['Crime', 'Drama']","Spanish, Latin"
Head-On,2004,7.9,"['Dark Romance', 'Psychological Drama', 'Tragedy', 'Drama', 'Romance']","German, Turkish, English"
A Good Woman,2004,6.4,"['Comedy', 'Drama', 'Romance']","English, Italian"
Seeing Other People,2004,5.8,"['Comedy', 'Romance']",English
Autumn,2004,6.0,"['Crime', 'Drama']","French, English"
Illusion,2004,7.2,"['Drama', 'Romance']",English
The Swenkas,2004,7.1,['Documentary'],"English, Zulu"
With All Deliberate Speed,2004,7.7,"['Documentary', 'History']",English
Motocross Kids,2004,3.6,"['Action', 'Adventure', 'Family']",English
Pusher II,2004,7.3,"['Action', 'Crime', 'Drama']","Danish, Serbian"
Naruto the Movie: Ninja Clash in the Land of Snow,2004,6.6,"['Adult Animation', 'Anime', 'Action', 'Adventure', 'Animation']",Japanese
West Side Story,1961,7.6,"['Classic Musical', 'Pop Musical', 'Tragedy', 'Crime', 'Drama', 'Musical', 'Romance']","English, Spanish"
X-15,1961,5.5,"['Drama', 'History']",English
Støv på hjernen,1961,6.7,"['Comedy', 'Family']",Danish
Teenage Millionaire,1961,4.5,"['Comedy', 'Musical']",English
"So Evil, So Young",1961,5.2,['Drama'],English
Akiko,1961,6.3,['Comedy'],"Italian, Japanese, English"
The Kingdom,2007,7.0,"['Action', 'Drama', 'Thriller']","English, Arabic"
The Last Mimzy,2007,6.2,"['Action', 'Adventure', 'Drama', 'Family', 'Fantasy', 'SciFi']","English, Spanish"
Hot Rod,2007,6.7,"['Slapstick', 'Comedy', 'Sport']",English
Fly Me to the Moon 3D,2007,4.5,"['Adventure', 'Animation', 'Family']",English
Sydney White,2007,6.2,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']",English
Who's Your Caddy?,2007,2.3,"['Comedy', 'Sport']",English
Young@Heart,2007,7.9,"['Documentary', 'Music']",English
Passage to Zarahemla,2007,5.3,"['Adventure', 'Fantasy']",English
Music Within,2007,7.2,"['Biography', 'Comedy', 'Drama', 'Music', 'Romance', 'War']",English
Beaufort,2007,6.7,"['Action', 'Drama', 'War']",Hebrew
Terror's Advocate,2007,7.1,"['Biography', 'Documentary', 'History']","French, German, English, Central Khmer"
Lou Reed: Berlin,2007,7.3,"['Documentary', 'Music']",English
Lovesickness,2007,7.0,"['Comedy', 'Drama', 'Romance']",Spanish
If I Didn't Care,2007,4.7,['Mystery'],"English, French"
Closing Escrow,2007,5.4,['Comedy'],English
Without the King,2007,6.8,['Documentary'],English
A Walk to Beautiful,2007,8.1,['Documentary'],"Amharic, English"
Saturn 3,1980,5.1,"['Space SciFi', 'Adventure', 'Horror', 'SciFi', 'Thriller']",English
The Exterminator,1980,5.7,"['Action', 'Crime', 'Drama', 'Thriller']",English
Death Watch,1980,6.6,"['Drama', 'SciFi', 'Thriller']","English, French, German"
Tanya's Island,1980,4.0,['Drama'],English
Animalympics,1980,6.8,"['Parody', 'Animation', 'Comedy', 'Family', 'Sport']",English
De witte,1980,6.7,['Drama'],Dutch
Night of the Juggler,1980,6.6,"['Action', 'Crime', 'Drama', 'Thriller']",English
The Burning Train,1980,7.0,"['Action', 'Thriller']",Hindi
The Alien Dead,1980,2.8,"['Comedy', 'Horror', 'SciFi']",English
Witches' Brew,1980,4.3,"['Body Swap Comedy', 'Comedy', 'Horror']","French, English"
Dami kanyat,1980,7.9,['Comedy'],Bulgarian
Cloud Dancer,1980,5.2,"['Adventure', 'Drama']",English
Cheaper to Keep Her,1980,4.8,['Comedy'],English
The Battle of Port Arthur,1980,6.6,"['Drama', 'History', 'War']","Japanese, Russian"
Ninja Warriors,1980,6.1,"['Action', 'Adventure', 'Drama']",Japanese
Gladiator II,2024,6.7,"['Action Epic', 'Adventure Epic', 'Epic', 'Period Drama', 'Sword  Sandal', 'Action', 'Adventure', 'Drama']","English, Latin"
Sight & Sound Presents: Daniel LIVE,2024,8.9,['Musical'],English
Overlord: The Sacred Kingdom,2024,7.1,"['Anime', 'Isekai', 'Sword  Sorcery', 'Action', 'Adventure', 'Animation', 'Fantasy']",Japanese
Luther: Never Too Much,2024,8.4,"['Biography', 'Documentary', 'Music']",English
The Girl with the Needle,2024,7.5,['Drama'],Danish
Trapezium,2024,6.5,"['Anime', 'ComingofAge', 'Animation', 'Musical']",Japanese
Zurawski v Texas,2024,8.4,['Documentary'],English
Maria,2024,6.5,"['Period Drama', 'Tragedy', 'Biography', 'Drama', 'Music']","English, Greek"
ChiefsAholic: A Wolf in Chiefs Clothing,2024,6.3,"['Crime', 'Documentary']",English
Do Patti,2024,6.5,"['Crime', 'Drama', 'Mystery', 'Thriller']",Hindi
The Devil's Bath,2024,6.6,"['Folk Horror', 'Period Drama', 'Drama', 'History', 'Horror', 'Thriller']",German
The 4:30 Movie,2024,6.0,"['Teen Comedy', 'Comedy']",English
Enchanting Christmas,2024,6.4,"['Holiday Romance', 'Comedy', 'Drama', 'Fantasy', 'Holiday', 'Romance']",English
Problem Child 2,1991,4.9,"['Dark Comedy', 'Slapstick', 'Comedy', 'Family']",English
A Rage in Harlem,1991,5.9,"['Comedy', 'Crime']",English
Stone Cold,1991,6.1,"['BAction', 'Action', 'Crime', 'Drama', 'Thriller']",English
Eve of Destruction,1991,5.0,"['Action', 'Fantasy', 'SciFi', 'Thriller']",English
Tous les matins du monde,1991,7.5,"['Period Drama', 'Biography', 'Drama', 'History', 'Music', 'Romance']",French
At Play in the Fields of the Lord,1991,6.8,"['Drama', 'Romance']","English, Portuguese"
The Rapture,1991,6.3,"['Drama', 'Mystery', 'Thriller']",English
Robin Hood,1991,5.7,"['Action', 'Adventure', 'Drama', 'Romance']",English
"Manta, Manta",1991,5.7,['Comedy'],"German, Turkish"
Clearcut,1991,6.9,"['Folk Horror', 'Drama', 'Horror', 'Thriller', 'Western']",English
Das Mädchen aus dem Fahrstuhl,1991,7.6,"['Comedy', 'Drama']",German
Holy Virgin vs. The Evil Dead,1991,5.5,"['Action', 'Horror']","Cantonese, Mandarin"
Bidhilipi,1991,7.3,"['Drama', 'Musical']",Bengali
Look Who's Talking,1989,5.9,['Comedy'],English
Family Business,1989,5.7,"['Caper', 'Crime', 'Drama']",English
The Feud,1989,5.6,"['Dark Comedy', 'Comedy']",English
Maya,1989,4.7,"['Supernatural Horror', 'Horror']",Italian
Lady Chatterley Story,1989,4.3,['Drama'],Italian
Witchtrap,1989,4.6,"['Supernatural Horror', 'Action', 'Horror', 'Thriller']",English
Killer Crocodile,1989,4.7,"['Adventure', 'Horror', 'SciFi', 'Thriller']","English, Italian"
My Mom's a Werewolf,1989,4.5,"['Werewolf Horror', 'Comedy', 'Horror']",English
Season of Fear,1989,4.4,['Thriller'],English
Shrek Forever After,2010,6.3,"['Computer Animation', 'Fairy Tale', 'Parody', 'Slapstick', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",English
Clash of the Titans,2010,5.8,"['Fantasy Epic', 'Sword  Sandal', 'Sword  Sorcery', 'Action', 'Adventure', 'Fantasy']",English
Yogi Bear,2010,4.6,"['Adventure', 'Animation', 'Comedy', 'Family']",English
The Crazies,2010,6.5,['Horror'],English
Morning Glory,2010,6.5,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']","English, Ukrainian, Spanish"
Remember Me,2010,7.1,"['Tragedy', 'Drama', 'Romance']","English, Chinese"
My Soul to Take,2010,4.8,"['Slasher Horror', 'Teen Horror', 'Horror', 'Mystery', 'Thriller']",English
If You Are the One 2,2010,5.9,"['Comedy', 'Romance']",Mandarin
Tiny Furniture,2010,6.2,"['ComingofAge', 'Quirky Comedy', 'Comedy', 'Drama', 'Romance']",English
Miral,2010,6.2,"['Drama', 'History']","Italian, English, Arabic, Hebrew"
Mooz-Lum,2010,6.6,"['Drama', 'Family']",English
El Bulli: Cooking in Progress,2010,6.3,['Documentary'],"Catalan, French, Spanish, English"
Gainsbourg: A Heroic Life,2010,6.9,"['Biography', 'Drama', 'Music']","French, English, Russian"
The Silence,2010,6.9,"['Crime', 'Drama', 'Thriller']",German
Into Eternity: A Film for the Future,2010,7.3,['Documentary'],"English, Swedish, Finnish"
Ghetto Physics,2010,6.0,['Drama'],English
Under the Boardwalk: The Monopoly Story,2010,6.2,"['Documentary', 'History', 'Sport']",English
To Die Is Hard,2010,5.5,"['Parody', 'Action', 'Comedy']",English
Lilo & Stitch,2002,7.3,"['Alien Invasion', 'Buddy Comedy', 'HandDrawn Animation', 'SciFi Epic', 'Space SciFi', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family']","English, Hawaiian"
Mr. Deeds,2002,5.8,"['FeelGood Romance', 'HighConcept Comedy', 'Romantic Comedy', 'Comedy', 'Romance']",English
Blood Work,2002,6.4,"['Serial Killer', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","English, Spanish"
Séraphin: Heart of Stone,2002,6.6,['Drama'],"French, English"
Roger Dodger,2002,6.8,"['Comedy', 'Drama']","English, German"
The Singles Ward,2002,6.2,"['Comedy', 'Drama', 'Romance']",English
Together,2002,7.4,"['Drama', 'Music']",Mandarin
Gerry,2002,6.0,"['Desert Adventure', 'Survival', 'Adventure', 'Drama', 'Mystery']",English
Secret Things,2002,6.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",French
Grand Champion,2002,4.2,"['Comedy', 'Family']",English
The End,1978,6.1,"['Dark Comedy', 'Slapstick', 'Comedy', 'Drama']",English
