title,year,rating_imdb,genre,language
Embrace of the Serpent,2015,7.8,"['Jungle Adventure', 'Adventure', 'Biography', 'Drama']","English, Spanish, Portuguese, Aboriginal, German, Catalan, Latin"
The People Vs. Fritz Bauer,2015,7.1,"['Biography', 'Drama', 'Thriller']","German, English, Yiddish, Spanish, French"
Wolf Totem,2015,6.6,"['Adventure', 'Drama']","Mandarin, Mongolian"
Sunset Song,2015,6.4,"['Period Drama', 'Drama']","Scots, English, French"
Branagh Theatre Live: The Winter's Tale,2015,7.8,['Drama'],English
Ingrid Bergman: In Her Own Words,2015,7.4,"['Biography', 'Documentary']","Swedish, English, Italian, French"
Victor,2015,6.3,"['True Crime', 'Biography', 'Crime', 'Drama']",English
Worlds Apart,2015,7.4,"['Drama', 'Romance']","Greek, English, Arabic, German"
Knock Knock,2015,4.9,"['Psychological Thriller', 'Crime', 'Thriller']","English, Spanish"
Holy Hell,2015,4.2,"['Satire', 'Action', 'Comedy', 'Horror']",English
No Home Movie,2015,6.6,['Documentary'],"French, English, Spanish"
"Rabin, the Last Day",2015,6.1,"['Drama', 'History', 'Thriller']","Hebrew, English"
Neon Bull,2015,6.8,['Drama'],Portuguese
For the Love of Money,2021,4.4,"['Drama', 'Thriller']",English
"Goodbye, Don Glees!",2021,6.7,"['Anime', 'Adventure', 'Animation', 'Drama']",Japanese
All My Friends Hate Me,2021,6.3,"['Comedy', 'Horror']",English
Between Two Worlds,2021,6.9,['Drama'],"French, English, German"
Bad Luck Banging or Loony Porn,2021,6.5,"['Comedy', 'Drama']","Romanian, English, Czech, French, Russian"
Make Me Famous,2021,7.3,['Documentary'],English
Rock Paper Scissors,2021,4.7,['Comedy'],English
Operation Portugal,2021,4.7,['Comedy'],"French, Arabic, Portuguese"
First Signal,2021,3.3,"['Drama', 'SciFi']",English
The Odd Couple,1968,7.6,"['Buddy Comedy', 'Comedy']",English
Night of the Living Dead,1968,7.8,"['BHorror', 'Supernatural Horror', 'Survival', 'Zombie Horror', 'Horror', 'Thriller']",English
Pretty Poison,1968,7.0,"['Dark Comedy', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']","English, Russian, Spanish"
Psych-Out,1968,5.9,['Drama'],English
My Prostitute Love,1968,7.9,"['Drama', 'Romance']",Turkish
Mission Mars,1968,4.3,"['Space SciFi', 'SciFi']",English
The High Commissioner,1968,6.0,"['Action', 'Drama', 'Thriller']",English
The Name of the Game Is Kill!,1968,5.8,"['Psychological Thriller', 'Thriller']",English
La bambolona,1968,6.3,['Comedy'],Italian
"Zieh dich aus, Puppe",1968,5.5,"['Comedy', 'Drama']",German
Independence Day: Resurgence,2016,5.2,"['Adventure Epic', 'Alien Invasion', 'Action', 'Adventure', 'SciFi']","English, Mandarin, Russian"
Passengers,2016,7.0,"['Space SciFi', 'Drama', 'Romance', 'SciFi', 'Thriller']","English, Spanish, Japanese, French"
"Hail, Caesar!",2016,6.3,"['Satire', 'Showbiz Drama', 'Comedy', 'Drama', 'Mystery']",English
When the Bough Breaks,2016,5.2,"['Erotic Thriller', 'Drama', 'Thriller']",English
Colossal,2016,6.2,"['Dark Comedy', 'Kaiju', 'Comedy', 'Drama', 'Fantasy', 'SciFi']","English, Korean"
Letters from Baghdad,2016,6.9,"['Biography', 'Documentary', 'History']","English, Arabic"
Past Life,2016,6.5,['Drama'],"Hebrew, English, German, Polish"
A Street Cat Named Bob,2016,7.3,"['Biography', 'Drama', 'Family']",English
The New Year's Eve of Old Lee,2016,4.6,['Drama'],Chinese
Jeepers Creepers,2001,6.2,"['Monster Horror', 'Slasher Horror', 'Teen Horror', 'Horror', 'Mystery']",English
Someone Like You,2001,6.1,"['Romantic Comedy', 'Comedy', 'Romance']",English
Frailty,2001,7.2,"['Crime', 'Drama', 'Thriller']",English
Birthday Girl,2001,6.0,"['Dark Comedy', 'Erotic Thriller', 'Comedy', 'Crime', 'Thriller']","English, Russian"
The Other Side of Heaven,2001,6.2,"['Adventure', 'Biography', 'Drama']","English, Tonga Tonga Islands"
The Holy Land,2001,6.4,['Drama'],"English, Arabic, Russian, Hebrew"
Series 7: The Contenders,2001,6.5,"['Parody', 'Satire', 'Comedy', 'Thriller']",English
Under the Skin of the City,2001,7.3,['Drama'],Persian
Wendigo,2001,5.1,"['Folk Horror', 'Horror', 'Mystery', 'Thriller']",English
Rare Birds,2001,6.3,"['Comedy', 'Drama', 'Mystery', 'Romance']",English
Murphy's Romance,1985,7.0,"['Comedy', 'Drama', 'Romance']",English
A Room with a View,1985,7.2,"['Period Drama', 'Drama', 'Romance']","English, Italian"
Baby: Secret of the Lost Legend,1985,5.1,"['Dinosaur Adventure', 'Jungle Adventure', 'Adventure', 'Family', 'SciFi']","English, French"
Better Off Dead,1985,7.1,"['Dark Comedy', 'Teen Comedy', 'Teen Drama', 'Comedy', 'Romance']",English
Stick,1985,5.6,"['Action', 'Crime', 'Drama', 'Thriller']",English
The Trip to Bountiful,1985,7.4,['Drama'],English
The Slugger's Wife,1985,4.4,"['Comedy', 'Music', 'Romance', 'Sport']",English
La Cage aux Folles 3: The Wedding,1985,4.7,['Comedy'],French
"Yes, Madam!",1985,6.7,"['Action', 'Comedy', 'Crime', 'Drama']","Cantonese, English"
Echo Park,1985,5.7,"['Comedy', 'Drama']",English
Restless Natives,1985,6.8,"['Comedy', 'Crime']",English
No End,1985,7.3,"['Legal Drama', 'Political Drama', 'Drama', 'Romance']","Polish, English"
My Friend Ivan Lapshin,1985,7.5,['Drama'],Russian
Thunder Run,1985,5.0,"['Dark Comedy', 'Action', 'SciFi', 'Thriller']",English
La pulquería ataca de nuevo,1985,4.8,['Comedy'],Spanish
Sudden Death,1985,4.7,"['Action', 'Thriller']",English
The Way It Is,1985,5.9,['Comedy'],English
Naerata ometi,1985,7.4,"['ComingofAge', 'Prison Drama', 'Psychological Drama', 'Teen Drama', 'Drama']",Estonian
Horror House on Highway Five,1985,3.8,"['Slasher Horror', 'Comedy', 'Horror']",English
The English Patient,1996,7.4,"['Desert Adventure', 'Period Drama', 'Romantic Epic', 'Steamy Romance', 'Tragedy', 'Tragic Romance', 'Drama', 'Romance', 'War']","English, German, Italian, Arabic"
Mother,1996,6.9,"['Buddy Comedy', 'Satire', 'Comedy', 'Drama']",English
Black Mask,1996,6.0,"['Martial Arts', 'Superhero', 'Action', 'Adventure', 'Comedy', 'Crime', 'SciFi', 'Thriller']","Cantonese, English"
Big Bully,1996,4.8,"['Dark Comedy', 'Slapstick', 'Comedy', 'Thriller']",English
The Line King: The Al Hirschfeld Story,1996,7.3,"['Biography', 'Documentary']",English
Carla's Song,1996,6.8,"['Drama', 'Romance', 'War']","English, Spanish"
Comrades: Almost a Love Story,1996,8.1,"['Drama', 'Romance']","Cantonese, Mandarin, English"
Breathing Room,1996,5.0,"['Comedy', 'Romance']",English
The Bandit,1996,8.1,"['Epic', 'Gangster', 'Crime', 'Drama']","Kurdish, Turkish"
Huntress: Spirit of the Night,1996,4.0,"['Werewolf Horror', 'Fantasy', 'Horror', 'Mystery']",English
Sardari Begum,1996,7.1,['Drama'],"Urdu, Hindi"
Justine: Seduction of Innocence,1996,3.9,"['Drama', 'Romance']",English
Sleeper,1973,7.1,"['Dystopian SciFi', 'Satire', 'Screwball Comedy', 'Slapstick', 'Time Travel', 'Comedy', 'SciFi']","English, Yiddish"
Three Wishes for Cinderella,1973,7.6,"['ComingofAge', 'Fairy Tale', 'FeelGood Romance', 'Romantic Comedy', 'Teen Romance', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Romance']","German, Czech"
Westworld,1973,6.9,"['Artificial Intelligence', 'Dystopian SciFi', 'Action', 'Drama', 'SciFi', 'Thriller', 'Western']",English
The Mysterious Island of Captain Nemo,1973,5.8,"['Adventure', 'SciFi']",Spanish
Kamouraska,1973,7.5,"['Tragedy', 'Drama', 'History', 'Romance']","French, English"
Horror Rises from the Tomb,1973,5.6,['Horror'],Spanish
Heterosexualis,1973,4.4,['Comedy'],English
A Fistful of Dollars,1964,7.9,"['Spaghetti Western', 'Drama', 'Western']","Italian, English"
Onibaba,1964,7.9,"['Folk Horror', 'Drama', 'Horror', 'Thriller']",Japanese
Fantomas,1964,6.9,"['Adventure', 'Comedy', 'Crime', 'Fantasy']",French
Before the Revolution,1964,6.8,"['Drama', 'Romance']",Italian
Lady in a Cage,1964,6.7,"['Drama', 'Horror', 'Thriller']","English, French, Spanish"
Dear Heart,1964,7.2,"['Comedy', 'Family']",English
Pyro... The Thing Without a Face,1964,5.7,"['Horror', 'Thriller']","English, Spanish"
Nobody Waved Good-bye,1964,7.0,['Drama'],English
Inside Daisy Clover,1965,6.1,"['Drama', 'Music', 'Romance']",English
Bloody Pit of Horror,1965,4.5,['Horror'],Italian
Die! Die! My Darling!,1965,6.3,"['Horror', 'Thriller']",English
7 Women,1965,6.7,['Drama'],"English, Mandarin"
Especialista en chamacas,1965,7.1,"['Comedy', 'Drama']",Spanish
"John Goldfarb, Please Come Home!",1965,5.0,['Comedy'],English
How to Keep the Red Lamp Burning,1965,6.3,"['Comedy', 'Drama']",French
Oonche Log,1965,7.4,"['Drama', 'Romance', 'Thriller']","Hindi, Urdu"
Boxcar Bertha,1972,6.0,"['Crime', 'Drama', 'Romance']",English
Naughty Nymphs,1972,4.5,['Comedy'],German
The Asphyx,1972,6.2,"['Fantasy', 'Horror', 'SciFi']",English
Our Miss Fred,1972,5.4,"['Comedy', 'War']",English
Byleth: The Demon of Incest,1972,4.8,"['Drama', 'Horror']",Italian
Amar Prem,1972,8.1,"['Drama', 'Musical', 'Romance']",Hindi
Anderssonskans Kalle,1972,5.1,"['Comedy', 'Family']",Swedish
...And Hope to Die,1972,6.7,"['Crime', 'Drama']",French
The Forbidden Kingdom,2008,6.5,"['Kung Fu', 'Martial Arts', 'Wuxia', 'Action', 'Adventure', 'Fantasy']","English, Mandarin"
The Reader,2008,7.6,"['Steamy Romance', 'Drama', 'Mystery', 'Romance']","English, German, Greek, Latin"
Untraceable,2008,6.2,"['Serial Killer', 'Crime', 'Mystery', 'Thriller']",English
The Spirit,2008,4.7,"['Superhero', 'Action', 'Crime', 'Fantasy', 'Thriller']","English, French"
Sex Drive,2008,6.5,"['Raunchy Comedy', 'Romantic Comedy', 'Teen Comedy', 'Comedy', 'Romance']",English
The Rocker,2008,6.2,"['Comedy', 'Music']",English
"Food, Inc.",2008,7.8,"['Food Documentary', 'News', 'Documentary']",English
Mid-August Lunch,2008,6.9,"['Comedy', 'Drama']",Italian
Anvil: The Story of Anvil,2008,7.9,"['Biography', 'Documentary', 'Drama', 'Music']",English
Still Walking,2008,7.9,['Drama'],Japanese
Bloodline,2008,5.6,['Mystery'],"English, French"
American Swing,2008,6.2,['Documentary'],English
The Hottie & the Nottie,2008,2.0,"['Comedy', 'Romance']",English
Tennessee,2008,5.8,"['Road Trip', 'Adventure', 'Comedy', 'Drama', 'Romance']",English
Eden Lake,2008,6.7,"['Teen Horror', 'Tragedy', 'Horror', 'Thriller']",English
Anger Management,2003,6.3,"['Buddy Comedy', 'Dark Comedy', 'Comedy']",English
Girl with a Pearl Earring,2003,6.9,"['Period Drama', 'Biography', 'Drama', 'Romance']",English
Coffee and Cigarettes,2003,7.0,"['Dark Comedy', 'Comedy', 'Drama', 'Music']","English, French"
I'm Not Scared,2003,7.4,"['Crime', 'Drama', 'Mystery', 'Thriller']",Italian
All the Real Girls,2003,6.7,"['Drama', 'Romance']",English
Casa de los babys,2003,6.4,['Drama'],"English, Spanish"
Emile,2003,6.3,['Drama'],English
Jersey Guy,2003,5.4,"['Comedy', 'Drama']",English
Sweet Sex and Love,2003,5.2,['Drama'],Korean
The Sixth Man,1997,5.7,"['Basketball', 'Buddy Comedy', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Sport']",English
Ulee's Gold,1997,7.0,['Drama'],English
Scorned 2,1997,3.9,"['Erotic Thriller', 'Drama', 'Thriller']",English
The Exotic House of Wax,1997,3.8,"['Raunchy Comedy', 'Comedy', 'Fantasy', 'Mystery', 'Romance']",English
Chachi 420,1997,7.4,"['Comedy', 'Drama', 'Family', 'Romance']",Hindi
Svensson Svensson - Filmen,1997,5.4,['Comedy'],Swedish
Redline,1997,4.7,"['Action', 'SciFi']",English
The Perfect Circle,1997,8.1,"['Drama', 'War']",Bosnian
The Westing Game,1997,5.3,"['Family', 'Horror', 'Mystery']",English
The Chambermaid on the Titanic,1997,6.6,"['Drama', 'Romance']","French, English"
Bájecná léta pod psa,1997,7.1,['Comedy'],Czech
Spartacus,1960,7.9,"['Adventure Epic', 'Historical Epic', 'Sword  Sandal', 'War Epic', 'Adventure', 'Biography', 'Drama', 'History', 'War']",English
Sweet Deceptions,1960,6.8,"['Drama', 'Romance']",Italian
Not Tonight Henry,1960,5.0,['Comedy'],English
Beware of Children,1960,5.7,['Comedy'],English
Mein Kampf,1960,7.6,"['Documentary', 'Drama', 'War']","German, Swedish"
This Rebel Breed,1960,5.6,['Drama'],English
Donald Duck and his Companions,1960,7.2,"['Animation', 'Comedy', 'Family']",English
Heat,1960,4.8,['Drama'],Spanish
Natchez Trace,1960,7.0,"['Action', 'Western']",English
La chatte sort ses griffes,1960,5.8,"['Drama', 'War']",French
Prezil jsem svou smrt,1960,7.0,"['Drama', 'War']",Czech
Der Satan lockt mit Liebe,1960,6.4,"['Crime', 'Drama']",German
Last Action Hero,1993,6.5,"['HighConcept Comedy', 'OnePerson Army Action', 'Parody', 'Satire', 'Urban Adventure', 'Action', 'Adventure', 'Comedy', 'Fantasy']",English
The Adventures of Huck Finn,1993,6.2,"['Adventure', 'Comedy', 'Drama', 'Family']","English, French"
Batman: Mask of the Phantasm,1993,7.8,"['HandDrawn Animation', 'Superhero', 'Action', 'Adventure', 'Animation', 'Crime', 'Family', 'Mystery', 'SciFi']","English, Spanish, Italian"
